pmid	date	journal	country	label	mesh
P7689827	1993	Archives of ophthalmology	United States	X	Aged|Aged, 80 and over|Choroid|Contrast Sensitivity|Female|Fluorescein Angiography|Follow-Up Studies|Fovea Centralis|Fundus Oculi|Humans|Laser Coagulation|Macular Degeneration|Male|Middle Aged|Neovascularization, Pathologic|Reading|Recurrence|Sensory Thresholds|Visual Acuity
P7691775	1993	International ophthalmology	NETHERLANDS	X	Aged|Aged, 80 and over|Choroid|Female|Fluorescein Angiography|Follow-Up Studies|Fundus Oculi|Humans|Laser Coagulation|Macular Degeneration|Male|Middle Aged|Neovascularization, Pathologic|Treatment Outcome|Visual Acuity
P7934683	1993	<MISSING>	TAIWAN	X	Adult|Anesthesia, Inhalation|Body Temperature Regulation|Female|Halothane|Humans|Isoflurane|Male|Middle Aged|Prospective Studies|Retinal Detachment
P8109212	1993	Acta ophthalmologica	DENMARK	X	Fluorescein Angiography|Humans|Laser Coagulation|Prospective Studies|Retinal Vein Occlusion|Treatment Outcome|Visual Acuity|Visual Field Tests|Visual Fields
P8112969	1993	International ophthalmology	United States	X	Administration, Oral|Adult|Aged|Bacteria|Biological Availability|Chromatography, High Pressure Liquid|Female|Humans|Male|Microbial Sensitivity Tests|Middle Aged|Pefloxacin|Prospective Studies|Retinal Detachment|Vitrectomy|Vitreous Body
P8129324	1993	Annals of ophthalmology	UNITED STATES	X	Administration, Topical|Anesthesia, Local|Cornea|Double-Blind Method|Female|Hemodynamics|Humans|Infant|Infant, Newborn|Infant, Premature|Male|Ophthalmic Solutions|Propoxycaine|Prospective Studies|Retinopathy of Prematurity|Stress, Physiological
P8147960	1993	The New England journal of medicine	UNITED STATES	X	Adult|Blood Glucose|Confidence Intervals|Diabetes Mellitus, Type 1|Diabetic Angiopathies|Diabetic Nephropathies|Diabetic Neuropathies|Diabetic Retinopathy|Follow-Up Studies|Humans|Insulin|Odds Ratio
P8155034	1993	Archives of ophthalmology	United States	X	Adult|Chronic Disease|Double-Blind Method|Drug Administration Schedule|Female|Fluorescein Angiography|Fundus Oculi|Humans|Macular Edema|Male|Methazolamide|Middle Aged|Recurrence|Retinitis Pigmentosa|Visual Acuity
P8155035	1993	Archives of ophthalmology	United States	M	Administration, Oral|Blood Flow Velocity|Blood Viscosity|Capillaries|Diabetic Retinopathy|Double-Blind Method|Fibrinogen|Hemorheology|Humans|Male|Middle Aged|Pentoxifylline|Regional Blood Flow|Retinal Vessels
P8170559	1993	Neurology	UNITED STATES	X	Adult|Aldehyde Reductase|Diabetes Mellitus, Type 1|Diabetic Neuropathies|Diabetic Retinopathy|Female|Follow-Up Studies|Humans|Imidazoles|Imidazolidines|Male|Median Nerve|Middle Aged|Neural Conduction|Patient Compliance|Peroneal Nerve
P8221370	1993	Canadian journal of ophthalmology. Journal canadien d'ophtalmologie	CANADA	X	Cataract Extraction|Fluorescein Angiography|Flurbiprofen|Follow-Up Studies|Fundus Oculi|Humans|Indomethacin|Infant, Newborn|Light|Macular Edema|Prevalence|Radiation Injuries|Retina|Retinal Diseases
P8224951	1993	Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv f?r klinische und experimentelle Ophthalmologie	GERMANY	X	Adult|Diabetic Retinopathy|Female|Fluorescein Angiography|Follow-Up Studies|Fundus Oculi|Humans|Laser Coagulation|Longitudinal Studies|Male|Middle Aged|Retina|Retinal Neovascularization|Treatment Outcome
P8233391	1993	Ophthalmology	UNITED STATES	X	Adolescent|Adult|Aged|Argon|Diabetic Retinopathy|Female|Fluorescein Angiography|Follow-Up Studies|Fundus Oculi|Humans|Krypton|Laser Coagulation|Male|Middle Aged|Optic Disk|Prospective Studies|Retinal Neovascularization|Visual Acuity
P8235104	1993	Retina (Philadelphia, Pa.)	UNITED STATES	X	Combined Modality Therapy|Eye Injuries|Female|Follow-Up Studies|Fundus Oculi|Humans|Infant|Infant, Newborn|Laser Coagulation|Lens Capsule, Crystalline|Lens, Crystalline|Male|Oxygen Inhalation Therapy|Prognosis|Prospective Studies|Radiation Injuries|Retinopathy of Prematurity
P8238214	1993	American journal of ophthalmology	United States	X	Eye Diseases|Fluorocarbons|Follow-Up Studies|Humans|Postoperative Complications|Prognosis|Retina|Retinal Diseases|Silicone Oils|Sulfur Hexafluoride|Visual Acuity|Vitrectomy|Vitreous Body
P8239321	1993	Annals of ophthalmology	United States	X	Adolescent|Adult|Albuminuria|Blood Pressure|Captopril|Creatinine|Diabetes Mellitus, Type 1|Diabetic Nephropathies|Diabetic Retinopathy|Double-Blind Method|Female|Humans|Male|Placebos|Prognosis
P8240094	1993	Archives of ophthalmology	UNITED STATES	M	Adult|Follow-Up Studies|Humans|Male|Research Design|Retinitis Pigmentosa|Vitamin A|Vitamin E
P8240095	1993	Archives of ophthalmology	UNITED STATES	X	Adult|Humans|Research Design|Retinitis Pigmentosa|Vitamin A|Vitamin E
P8249589	1993	Acta ophthalmologica	DENMARK	X	Adolescent|Adult|Aged|Aged, 80 and over|Anesthesia, General|Bupivacaine|Double-Blind Method|Female|Humans|Male|Middle Aged|Nausea|Nerve Block|Pain, Postoperative|Prospective Studies|Retinal Detachment
P8250086	1993	American journal of ophthalmology	UNITED STATES	X	Administration, Oral|Adult|Double-Blind Method|Female|Humans|Male|Middle Aged|Nadolol|Prospective Studies|Retinal Detachment
P8287162	1993	Annals of epidemiology	UNITED STATES	X	Adult|Aspirin|C-Peptide|Combined Modality Therapy|Diabetes Mellitus|Diabetic Retinopathy|Discriminant Analysis|Female|Humans|Light Coagulation|Male|Middle Aged|Predictive Value of Tests|Sensitivity and Specificity
P8312826	1993	German journal of ophthalmology	GERMANY	M	AIDS-Related Opportunistic Infections|Acquired Immunodeficiency Syndrome|CD4-CD8 Ratio|Cytomegalovirus Retinitis|Drug Therapy, Combination|HIV Infections|Humans|Incidence|Male|Prospective Studies|Zalcitabine|Zidovudine
P8314425	1993	Diab?te & m?tabolisme	FRANCE	X	Adult|Aged|Body Mass Index|Community Health Services|Diabetes Mellitus|Diabetes Mellitus, Type 1|Diabetes Mellitus, Type 2|Diabetic Nephropathies|Diabetic Retinopathy|Germany|Hemoglobin A, Glycosylated|Humans|Hypertension|Medical Records|Middle Aged|Patient Care Team|Prevalence|Primary Health Care|Retrospective Studies
P8326353	1993	Journal of clinical epidemiology	ENGLAND	X	Humans|Infant, Newborn|Randomized Controlled Trials as Topic|Retinopathy of Prematurity
P8331860	1993	Journ?es annuelles de diab?tologie de l'H?tel-Dieu	FRANCE	X	Adult|Albuminuria|Blood Glucose|Diabetes Mellitus, Type 2|Diabetic Angiopathies|Diabetic Diet|Diabetic Retinopathy|Great Britain|Humans|Hypertension|Hypoglycemic Agents|Incidence|Middle Aged|Prospective Studies|Sulfonamides
P8334911	1993	[Zhonghua yan ke za zhi] Chinese journal of ophthalmology	CHINA	X	Adult|Aged|Blood Viscosity|Drugs, Chinese Herbal|Female|Humans|Male|Middle Aged|Regional Blood Flow|Retinal Vein Occlusion|Retinal Vessels|Urokinase-Type Plasminogen Activator|Visual Acuity
P8336878	1993	Obstetrics and gynecology	UNITED STATES	F	Adult|Birth Injuries|Female|Humans|Incidence|Infant, Newborn|Pregnancy|Retinal Hemorrhage|Scalp|Time Factors|Vacuum Extraction, Obstetrical
P8339946	1993	Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv f?r klinische und experimentelle Ophthalmologie	GERMANY	X	Adult|Aged|Color Perception|Diabetic Retinopathy|Electroretinography|Female|Fundus Oculi|Humans|Laser Coagulation|Male|Middle Aged|Postoperative Complications|Prospective Studies|Retina|Visual Acuity|Visual Field Tests
P8341503	1993	Ophthalmology	UNITED STATES	X	Adult|Aged|Aged, 80 and over|Chronic Disease|Female|Humans|Iridocyclitis|Lenses, Intraocular|Macular Edema|Male|Middle Aged|Pars Planitis|Postoperative Complications|Prospective Studies|Sarcoidosis|Treatment Outcome|Visual Acuity
P8352298	1993	American journal of ophthalmology	United States	X	Aged|Aged, 80 and over|Electroretinography|Female|Follow-Up Studies|Fovea Centralis|Humans|Laser Coagulation|Macular Degeneration|Male|Middle Aged|Pattern Recognition, Visual|Retinal Neovascularization|Visual Acuity
P8352687	1993	Archives of ophthalmology	United States	X	Child, Preschool|Cryosurgery|Female|Follow-Up Studies|Fundus Oculi|Humans|Infant|Infant, Newborn|Macula Lutea|Male|Retinal Diseases|Retinopathy of Prematurity|Visual Acuity
P8362641	1993	Acta ophthalmologica	DENMARK	X	Adult|Aged|Diabetic Retinopathy|Edema|Female|Follow-Up Studies|Fundus Oculi|Humans|Laser Coagulation|Longitudinal Studies|Macula Lutea|Male|Middle Aged|Prospective Studies|Treatment Outcome|Visual Acuity
P8366922	1993	The New England journal of medicine	UNITED STATES	X	Adolescent|Adult|Blood Glucose|Confidence Intervals|Diabetes Mellitus, Type 1|Diabetic Nephropathies|Diabetic Neuropathies|Diabetic Retinopathy|Female|Follow-Up Studies|Humans|Insulin|Insulin Infusion Systems|Male|Treatment Outcome
P8371932	1993	Ophthalmology	UNITED STATES	X	Aged|Aged, 80 and over|Female|Fluorescein Angiography|Follow-Up Studies|Fovea Centralis|Fundus Oculi|Humans|Interferon-alpha|Macular Degeneration|Male|Prospective Studies|Recombinant Proteins|Retinal Neovascularization|Visual Acuity|Visual Fields
P8374234	1993	Der Ophthalmologe : Zeitschrift der Deutschen Ophthalmologischen Gesellschaft	GERMANY	X	Aged|Aged, 80 and over|Cataract Extraction|Female|Humans|Lenses, Intraocular|Macular Edema|Male|Middle Aged|Postoperative Complications|Prospective Studies|Prosthesis Design|Visual Acuity
P8390768	1993	Zeitschrift f?r die gesamte innere Medizin und ihre Grenzgebiete	GERMANY	X	Adult|Aged|Blood Glucose|Diabetes Mellitus, Type 1|Diabetes Mellitus, Type 2|Diabetic Nephropathies|Diabetic Neuropathies|Diabetic Retinopathy|Female|Hemoglobin A, Glycosylated|Humans|Lipids|Male|Malondialdehyde|Middle Aged|Neurologic Examination|Oxygen|Selenium|Sodium Selenite|Thioctic Acid|Vitamin E
P8393058	1993	The Journal of infectious diseases	UNITED STATES	X	AIDS-Related Opportunistic Infections|Adolescent|Adult|Aged|Cytomegalovirus Infections|Foscarnet|Humans|Injections, Intravenous|Middle Aged|Retinitis
P8394858	1993	The Journal of infectious diseases	UNITED STATES	X	Acquired Immunodeficiency Syndrome|Adult|Cytomegalovirus Infections|Female|Ganciclovir|Hematologic Tests|Humans|Injections, Intravenous|Male|Middle Aged|Prospective Studies|Retinitis|Treatment Outcome
P8411891	1993	Klinische Monatsbl?tter f?r Augenheilkunde	GERMANY	X	Aged|Cataract Extraction|Follow-Up Studies|Humans|Lenses, Intraocular|Macular Edema|Postoperative Complications|Prospective Studies|Prosthesis Design|Visual Acuity
P8419599	1993	The Journal of pediatrics	United States	X	Brain|Cerebral Hemorrhage|Cerebral Palsy|Female|Fetal Organ Maturity|Follow-Up Studies|Gestational Age|Humans|Infant|Infant, Low Birth Weight|Infant, Newborn|Intubation, Intratracheal|Lung|Lung Diseases|Male|Placebos|Psychomotor Performance|Pulmonary Surfactants|Respiratory Distress Syndrome, Newborn|Retinopathy of Prematurity|Survival Rate|Treatment Outcome
P8432221	1993	Diabetes care	UNITED STATES	X	Adult|Albuminuria|Analysis of Variance|Apolipoproteins|Blood Glucose|Blood Pressure|Cholesterol|Cholesterol, HDL|Cholesterol, LDL|Creatinine|Diabetes Mellitus, Type 1|Diabetic Retinopathy|Diet|Dietary Proteins|Female|Glomerular Filtration Rate|Hemoglobin A, Glycosylated|Humans|Male|Prospective Studies|Renal Circulation|Time Factors|Triglycerides
P8434544	1993	Nippon Ganka Gakkai zasshi	JAPAN	X	Adult|Aged|Diabetic Retinopathy|Female|Humans|Light Coagulation|Male|Middle Aged|Prospective Studies|Retina|Treatment Outcome
P8437833	1993	Ophthalmology	UNITED STATES	X	Cryosurgery|Female|Follow-Up Studies|Fundus Oculi|Gestational Age|Humans|Infant|Infant, Low Birth Weight|Infant, Newborn|Laser Coagulation|Male|Postoperative Complications|Prospective Studies|Retinopathy of Prematurity|Treatment Outcome
P8447743	1993	Archives of ophthalmology	United States	X	Cryosurgery|Follow-Up Studies|Gestational Age|Humans|Infant, Newborn|Postoperative Complications|Retinopathy of Prematurity|Treatment Outcome|Visual Acuity
P8455366	1993	Kidney international	UNITED STATES	X	Adolescent|Adult|Albuminuria|Blood Pressure|Cohort Studies|Creatinine|Diabetes Mellitus, Type 1|Diabetic Nephropathies|Diabetic Retinopathy|Hemoglobin A, Glycosylated|Humans|Kidney|Prospective Studies|Risk Factors|Time Factors
P8460273	1993	Retina (Philadelphia, Pa.)	UNITED STATES	X	Aged|Aged, 80 and over|Drainage|Exudates and Transudates|Humans|Middle Aged|Needles|Postoperative Complications|Prospective Studies|Retinal Detachment|Scleral Buckling
P8462386	1993	Diabetes care	UNITED STATES	X	Albuminuria|Blood Glucose|Blood Pressure|Captopril|Cholesterol|Cholesterol, HDL|Cholesterol, LDL|Creatinine|Diabetes Mellitus, Type 2|Diabetic Nephropathies|Diabetic Retinopathy|Diastole|Female|Follow-Up Studies|Glomerular Filtration Rate|Hemoglobin A, Glycosylated|Humans|Male|Middle Aged|Renal Circulation|Systole|Triglycerides
P8469455	1993	Obstetrics and gynecology	UNITED STATES	F	Adult|Carbon Dioxide|Cohort Studies|Cross-Sectional Studies|Female|Fetal Blood|Fetal Distress|Humans|Incidence|Infant, Newborn|Obstetrical Forceps|Oxygen|Pregnancy|Prospective Studies|Retinal Hemorrhage|Vacuum Extraction, Obstetrical
P8470726	1993	American journal of ophthalmology	UNITED STATES	X	Adult|Chorioretinitis|Clindamycin|Drug Therapy, Combination|Female|Follow-Up Studies|Glucocorticoids|Humans|Male|Prospective Studies|Pyrimethamine|Recurrence|Sulfadiazine|Toxoplasmosis, Ocular|Trimethoprim-Sulfamethoxazole Combination
P8470962	1993	Archives of ophthalmology	UNITED STATES	X	Eye Diseases|Humans|Retinal Detachment|Retinal Diseases|Silicone Oils|Sulfur Hexafluoride|Vitrectomy|Vitreous Body
P8470963	1993	Archives of ophthalmology	UNITED STATES	X	Eye Diseases|Humans|Retinal Detachment|Retinal Diseases|Silicone Oils|Sulfur Hexafluoride|Vitrectomy|Vitreous Body
P8484655	1993	Annals of ophthalmology	UNITED STATES	X	Diabetic Retinopathy|Female|Follow-Up Studies|Humans|Laser Coagulation|Macular Edema|Male|Middle Aged|Prospective Studies|Treatment Outcome|Visual Acuity
P8489440	1993	Archives of ophthalmology	United States	X	Female|Humans|Incidence|Infant, Low Birth Weight|Infant, Newborn|Male|Premedication|Prospective Studies|Pulmonary Surfactants|Regression Analysis|Respiratory Distress Syndrome, Newborn|Retinopathy of Prematurity|Risk Factors|Treatment Outcome
P8512476	1993	Archives of ophthalmology	United States	X	Adolescent|Adult|Double-Blind Method|Drug Therapy, Combination|Electroretinography|Female|Humans|Male|Middle Aged|Regression Analysis|Retina|Retinitis Pigmentosa|Survival Analysis|Visual Acuity|Visual Fields|Vitamin A|Vitamin E
P10137725	1994	Health trends	ENGLAND	X	Adolescent|Adult|Diabetes Mellitus, Type 1|Diabetic Nephropathies|Diabetic Neuropathies|Diabetic Retinopathy|Humans|London|Outcome Assessment (Health Care)|Quality of Life|Risk Assessment
P7506400	1994	Ophthalmologica. Journal international d'ophtalmologie. International journal of ophthalmology. Zeitschrift f?r Augenheilkunde	United States	X	Aged|Argon|Female|Follow-Up Studies|Humans|Incidence|Laser Coagulation|Male|Middle Aged|Neovascularization, Pathologic|Optic Disk|Prospective Studies|Recurrence|Retinal Diseases|Retinal Neovascularization|Retinal Vein Occlusion|Visual Acuity|Visual Fields|Vitreous Hemorrhage
P7512334	1994	Archives of ophthalmology	United States	X	Aged|Aged, 80 and over|Choroid|Female|Follow-Up Studies|Fovea Centralis|Humans|Laser Coagulation|Macular Degeneration|Male|Middle Aged|Neovascularization, Pathologic|Treatment Outcome|Vision Disorders|Visual Acuity
P7512335	1994	Archives of ophthalmology	United States	X	Aged|Aged, 80 and over|Choroid|Female|Follow-Up Studies|Fovea Centralis|Humans|Incidence|Laser Coagulation|Macular Degeneration|Male|Middle Aged|Neovascularization, Pathologic|Recurrence|Reoperation|Risk Factors|Visual Acuity
P7522004	1994	Archives of ophthalmology	United States	X	Aged|Aged, 80 and over|Choroid|Contrast Sensitivity|Female|Follow-Up Studies|Fovea Centralis|Fundus Oculi|Humans|Laser Coagulation|Macular Degeneration|Male|Middle Aged|Neovascularization, Pathologic|Postoperative Complications|Prospective Studies|Reading|Treatment Outcome|Visual Acuity
P7747571	1994	Acta ophthalmologica	DENMARK	M	Adult|Biological Transport, Active|Blood|Blood-Retinal Barrier|Capillary Permeability|Cross-Over Studies|Diabetes Mellitus, Type 1|Diabetic Retinopathy|Double-Blind Method|Fluorescein|Fluoresceins|Humans|Male|Middle Aged|Probenecid|Vitreous Body
P7807300	1994	Journal of pediatric ophthalmology and strabismus	UNITED STATES	M	Animals|Bronchopulmonary Dysplasia|Cattle|Gestational Age|Humans|Infant, Low Birth Weight|Infant, Newborn|Male|Prospective Studies|Pulmonary Surfactants|Respiratory Distress Syndrome, Newborn|Retinopathy of Prematurity
P7829176	1994	Indian journal of ophthalmology	INDIA	X	Adult|Double-Blind Method|Female|Flurbiprofen|Humans|Male|Middle Aged|Miosis|Prospective Studies|Pupil|Retinal Detachment|Scleral Buckling
P7845951	1994	Preventive medicine	UNITED STATES	X	Aldehyde Reductase|Diabetic Retinopathy|Humans|Imidazoles|Imidazolidines|Light Coagulation|Multicenter Studies as Topic|Randomized Controlled Trials as Topic|Vitrectomy
P7931953	1994	Journal of pediatric ophthalmology and strabismus	UNITED STATES	X	Double-Blind Method|Gestational Age|Humans|Incidence|Infant, Newborn|Infant, Premature|Premedication|Prospective Studies|Pulmonary Surfactants|Respiratory Distress Syndrome, Newborn|Retinopathy of Prematurity|Retrospective Studies
P7943118	1994	American journal of ophthalmology	UNITED STATES	X	Adult|Aged|Aged, 80 and over|Anticoagulants|Double-Blind Method|Drug Evaluation|Female|Humans|Hydroxyethylrutoside|Male|Middle Aged|Prospective Studies|Retinal Vein Occlusion|Retinal Vessels|Treatment Outcome|Visual Acuity
P7943128	1994	American journal of ophthalmology	UNITED STATES	X	Female|Gestational Age|Humans|Incidence|Infant, Low Birth Weight|Infant, Newborn|Infant, Premature|Light|Male|Prospective Studies|Retinopathy of Prematurity|Sensory Deprivation
P7956631	1994	Diabetes care	UNITED STATES	X	Apolipoprotein A-I|Apolipoproteins B|Biological Markers|Blood Glucose|Blood Pressure|China|Cholesterol|Cholesterol, HDL|Cholesterol, LDL|Creatinine|Diabetes Mellitus, Type 2|Diabetic Retinopathy|Double-Blind Method|Enalapril|Fructosamine|Hemoglobin A, Glycosylated|Hexosamines|Hong Kong|Humans|Hypertension|Lipids|Nifedipine|Triglycerides
