name	uid	treepos	children
Deoxyuracil Nucleotides	D003856	D03.383.742.686.850.210|D13.695.201.200|D13.695.740.850.210	D005468
Deoxyuridine	D003857	D03.383.742.680.852.300|D13.570.230.430|D13.570.685.852.300	D005467|D001973|D007065
Dependency (Psychology)	D003858	F01.752.330	
Dependent Personality Disorder	D003859	F03.675.200	
Depersonalization	D003861	F01.145.126.300	
Depreciation	D003862	N03.219.463.030.120	
Depression	D003863	F01.145.126.350	
Depression, Chemical	D003864	G07.690.773.750	
Depressive Disorder, Major	D003865	F03.600.300.375	
Depressive Disorder	D003866	F03.600.300	D061218|D019263|D065446|D016574|D003865|D019052
Depth Perception	D003867	F02.463.593.200|F02.463.593.778.255	D015357|D004215
Dequalinium	D003868	D03.633.100.810.824.200	
Dermabrasion	D003869	E02.218.210|E04.680.275.250	
Dermacentor	D003870	B01.050.500.131.166.132.832.400.200	
Dermatan Sulfate	D003871	D09.698.373.200.380	
Dermatitis	D003872	C17.800.174	D019557|D011855|D007402|D009450|D012628|D000169|D004485|D003877|D003876|D003875|D003874|D003873|D063807
Dermatitis, Exfoliative	D003873	C17.800.174.318|C17.800.815.318	
Dermatitis Herpetiformis	D003874	C17.800.174.360|C17.800.865.360|C20.111.318	
Drug Eruptions	D003875	C17.800.174.600|C20.543.206.380|C25.100.468.380	D060831|D012713|D056150|D004893|D063926|D013262|D065148
Dermatitis, Atopic	D003876	C16.320.850.210|C17.800.174.193|C17.800.815.193|C17.800.827.210|C20.543.480.343	
Dermatitis, Contact	D003877	C17.800.174.255|C17.800.815.255	D009783|D017449|D017453
Dermatoglyphics	D003878	E05.256|I01.198.780.937.343	
Dermatologic Agents	D003879	D27.505.954.444	D004643|D000982|D013473|D007641|D001252|D017319
Dermatology	D003880	H02.403.225	
Dermatomycoses	D003881	C01.539.800.200|C01.703.295|C17.800.838.208	D008271|D002862|D001759|D014005|D060368|D014010|D060605|D013174|D002179|D002178
Dermatomyositis	D003882	C05.651.594.819.500|C10.668.491.562.575.500|C17.300.250|C17.800.185	
Arthrodermataceae	D003883	B01.300.107.650.080	
Dermoid Cyst	D003884	C04.182.201|C04.557.465.910.250	
Dermotoxins	D003885	D27.888.569.242	
Descemet Membrane	D003886	A09.371.060.217.271|A10.615.179.437	
Desensitization, Psychologic	D003887	F04.754.137.506	D007171|D057169|D063367
Desensitization, Immunologic	D003888	E02.095.465.425.450.310|E05.478.610.310	D063729
Desert Climate	D003889	G16.500.275.071.325|N06.230.300.100.250.325	
Desiccation	D003890	E05.196.335|G02.176	
Desipramine	D003891	D03.633.300.240.281	
Deslanoside	D003892	D04.210.500.155.580.130.500.657.200|D09.408.180.261.657.200	
Desmin	D003893	D05.750.078.593.200|D12.776.220.475.200	
Deamino Arginine Vasopressin	D003894	D06.472.699.631.692.781.100.250|D12.644.400.900.100.250|D12.644.456.925.100.250|D12.644.548.691.692.781.100.250|D12.776.631.650.937.100.250	
Desmosine	D003895	D03.383.725.762.300|D12.125.072.200	
Desmosomes	D003896	A11.284.149.165.420.297	
Desmosterol	D003897	D04.210.500.247.222.222.347.231|D04.210.500.247.808.197.250.281|D10.570.938.208.320.297	
Desonide	D003898	D04.210.500.745.432.769.325	
Desoximetasone	D003899	D04.210.500.745.432.719.260|D04.210.500.908.238.250	
Desoxycorticosterone	D003900	D04.210.500.745.745.654.339|D06.472.040.585.611	D015070|D064791
Desulfovibrio	D003901	B03.440.425.410.350|B03.660.125.125|B03.900.350	D045286|D045284|D016969|D045285
Detergents	D003902	D27.720.877.265|J01.516.381	D012915
Deuterium	D003903	D01.268.406.500|D01.362.340.500|D01.496.289	D017666
Mitosporic Fungi	D003904	B01.300.381	D012232|D014250|D059586|D003045|D006375|D005848|D002912|D020171|D002175|D010228|D020172|D052981|D052982|D008290|D020462|D020461|D014249|D055328|D055685|D014242|D001230|D010143|D055322|D006658|D002963|D005093|D012248|D013191|D005670|D000164|D021681|D013175|D020231|D001758|D060645|D000528|D055168|D004821|D010407|D010676|D003454|D008864|D060367
Deuteroporphyrins	D003905	D03.383.129.578.840.500.280|D03.633.400.909.500.280|D04.345.783.500.280|D23.767.727.280	
Developing Countries	D003906	I01.615.500.300	
Dexamethasone	D003907	D04.210.500.745.432.769.344|D04.210.500.908.238	D003908|D003899
Dexamethasone Isonicotinate	D003908	D04.210.500.745.432.769.344.300|D04.210.500.908.238.300	
Dexetimide	D003909	D03.383.621.808.250	
Dextranase	D003910	D08.811.277.450.283	
Dextrans	D003911	D05.750.078.562.272|D09.698.365.272	D016264|D007505|D003637
Dextrins	D003912	D09.698.365.855.400	D003505
Dextroamphetamine	D003913	D02.092.471.683.152.110.200	D000069478
Dextrocardia	D003914	C14.240.400.280|C14.280.400.280|C16.131.240.400.280|C16.131.810.250	D007619
Dextromethorphan	D003915	D03.132.577.249.200|D03.605.497.212|D03.633.400.686.212|D04.615.723.795.200	
Dextromoramide	D003916	D03.383.533.640.250	
Dextrorphan	D003917	D03.132.577.249.235|D03.605.497.260|D03.633.400.686.260|D04.615.723.795.235	
Dextrothyroxine	D003918	D06.472.931.103|D12.125.072.050.342	
Diabetes Insipidus	D003919	C12.777.419.135|C13.351.968.419.135|C19.700.159	D014929|D020790|D018500
Diabetes Mellitus	D003920	C18.452.394.750|C19.246	D000071698|D003924|D056731|D003921|D003922|D011236|D016883|D048909|D016640
Diabetes Mellitus, Experimental	D003921	C18.452.394.750.074|C19.246.240|E05.598.500.374	
Diabetes Mellitus, Type 1	D003922	C18.452.394.750.124|C19.246.267|C20.111.327	D014929
Diabetes Mellitus, Lipoatrophic	D003923	C18.452.394.750.149.500|C19.246.300.500	
Diabetes Mellitus, Type 2	D003924	C18.452.394.750.149|C19.246.300	D003923
Diabetic Angiopathies	D003925	C14.907.320|C19.246.099.500	D003930|D017719
Diabetic Coma	D003926	C19.246.099.750	D006944
Diet, Diabetic	D003927	E02.642.249.240|G07.203.650.240.240	
Diabetic Nephropathies	D003928	C12.777.419.192|C13.351.968.419.192|C19.246.099.875	
Diabetic Neuropathies	D003929	C10.668.829.300|C19.246.099.937	D017719
Diabetic Retinopathy	D003930	C11.768.257|C14.907.320.382|C19.246.099.500.382	
Diacetyl	D003931	D02.522.296.400	
Heroin	D003932	D03.132.577.249.562.445|D03.605.497.607.490|D03.633.400.686.607.490|D04.615.723.795.576.445	
Diagnosis	D003933	E01	D062706|D057210|D033162|D003936|D003937|D003951|D019937|D000068936|D000066491|D011379|D042241|D017831
Diagnostic Techniques, Cardiovascular	D003935	E01.370.370	D001811|D000792|D063177|D010991|D020678|D017078|D001776|D002198|D017546|D001795|D001783|D018667|D059168|D006334
Diagnosis, Computer-Assisted	D003936	E01.158|L01.313.500.750.100.158	D007090
Diagnosis, Differential	D003937	E01.171	
Diagnostic Techniques, Digestive System	D003938	E01.370.372	D007789|D002765|D016145|D049448|D010186|D002758|D023881|D005745|D050782|D008111|D011172|D012796|D005772
Diagnostic Techniques, Otological	D003939	E01.370.382	D006320|D014724|D038781
Diagnostic Techniques, Endocrine	D003940	E01.370.374	D010050|D010901|D013960|D010912|D011869|D015190|D000304|D005951
Diagnostic Techniques, Ophthalmological	D003941	E01.370.380	D057128|D063171|D006068|D057109|D053483|D009887|D014065|D005451|D015590|D019781|D009884|D014787|D004596|D000072776|D005425
Diagnostic Techniques, Neurological	D003943	E01.370.376	D015225|D013129|D059906|D044583|D009460|D064367|D004569
Diagnostic Techniques, Obstetrical and Gynecological	D003944	E01.370.378	D010050|D014626|D019836|D010387|D010925|D018590|D011296|D015907|D003127|D005186|D003464|D007047|D011258|D005323|D016217
Diagnosis, Oral	D003945	E06.342	D003732|D003791|D011861|D023861
Diagnostic Techniques, Radioisotope	D003947	E01.370.384	D011865|D011877|D011863|D011869|D012546
Diagnostic Techniques, Respiratory System	D003948	E01.370.386	D055425|D009299|D001999|D001995|D008400|D009079|D012135|D025363|D007828|D023842|D012129
Diagnostic Techniques, Surgical	D003949	E01.370.388	D011012|D001706|D011028|D004724
Diagnostic Techniques, Urological	D003950	E01.370.390	D009403|D018666|D007677|D003558|D014546|D016482|D000919|D014567
Diagnostic Errors	D003951	E01.354|N02.421.450.280	D015588|D005189|D005188
Diagnostic Imaging	D003952	E01.370.350	D019265|D057054|D055425|D011877|D010781|D021621|D011859|D064847|D056969|D059906|D013817|D014054|D013382|D051598|D057791|D061848|D007090|D014463|D049489|D055069|D008853
Diagnosis-Related Groups	D003953	N03.219.521.710.305.200.080	D016311
Diagnostic Services	D003954	N02.421.726.233	D000067108|D064790|D008952|D008403|D005820
Diagnostic Tests, Routine	D003955	E01.370.395	
Dialysis	D003956	E05.196.353|G02.186	D017551
Diamfenetide	D003957	D02.065.199.092.250|D02.092.146.113.092.250	
Diamide	D003958	D02.172.300	
Diamines	D003959	D02.092.782.258	D011700|D005029|D010655|D002103
Diaminopimelic Acid	D003960	D02.241.081.337.699.250|D12.125.095.390	
Dianhydrogalactitol	D003961	D02.033.800.400.350|D09.853.400.350	
Dianisidine	D003962	D02.455.426.559.389.185.220	
Diaper Rash	D003963	C17.800.174.255.400.250|C17.800.815.255.400.250	
Diaphragm	D003964	A02.633.567.900.300	
Diaphragmatic Eventration	D003965	C06.198.257|C16.131.314.244	
Camurati-Engelmann Syndrome	D003966	C05.116.099.708.180|C16.320.144	
Diarrhea	D003967	C23.888.821.214	D003968
Diarrhea, Infantile	D003968	C23.888.821.214.500	
Vipoma	D003969	C04.557.465.625.650.240.847|C04.557.470.200.025.370.847|C04.588.274.761.500.750|C04.588.322.475.500.750|C06.301.761.500.750|C06.689.667.500.750|C19.344.421.500.750	
Diastema	D003970	C07.650.800.320|C07.793.700.320|C16.131.850.800.320	
Diastole	D003971	G09.330.580.295|G11.427.494.554.250|G11.427.494.570.295	
Diathermy	D003972	E02.565.280	D014464|D012780
Diatrizoate	D003973	D02.241.223.100.400.880.270|D02.455.426.559.389.127.375.880.270	D003974
Diatrizoate Meglumine	D003974	D02.033.800.813.550.500|D02.241.223.100.400.880.270.500|D02.455.426.559.389.127.375.880.270.500|D09.067.342.600.500|D09.853.813.550.500	
Diazepam	D003975	D03.633.100.079.080.070.216	D003708
Diazinon	D003976	D02.705.400.625.200|D02.705.539.345.200|D02.886.300.692.200	
Diazomethane	D003978	D02.172.383.383	
Diazonium Compounds	D003979	D02.172.383	D003978
Diazooxonorleucine	D003980	D02.172.508|D12.125.213.568.175	
Diazoxide	D003981	D02.886.590.700.135.300|D02.886.655.500.300|D03.633.100.174.300	
Dibekacin	D003982	D09.408.051.476.200	
Dibenzylchlorethamine	D003983	D02.092.471.245	
Dibenzazepines	D003984	D03.633.300.240	D002997|D008803|D002220|D003024|D014299|D008127|D007099|D003891|D009888
Dibenzocycloheptenes	D003986	D02.455.426.559.847.181.384|D04.615.181.384	D016291|D000639|D002069|D011530|D009661|D003533
Dibenzothiazepines	D003987	D02.886.680.702.500|D03.633.300.276	D000069348
Dibenzothiepins	D003988	D02.886.680.350|D03.633.300.311	D004308|D008719
Dibenzoxazepines	D003989	D03.633.300.347	D012531|D008152
Dibenzoxepins	D003990	D03.633.300.382	D004316|D000069605
Dibromothymoquinone	D003991	D02.806.250.280	
Dibucaine	D003992	D02.065.355|D03.633.100.810.125	
Dibutyl Phthalate	D003993	D02.241.223.805.225	
Bucladesine	D003994	D03.633.100.759.646.138.395.250|D13.695.462.200.250|D13.695.667.138.395.250|D13.695.827.068.395.250	
Dibutyryl Cyclic GMP	D003995	D03.633.100.759.646.454.160.325|D13.695.462.275.325|D13.695.667.454.160.325|D13.695.827.426.160.325	
Dicamba	D003996	D02.241.223.100.200.500|D02.241.223.100.300.595.202|D02.241.511.390.595.202|D02.455.426.559.389.127.250.500|D02.455.426.559.389.127.281.595.202|D02.455.426.559.389.657.410.595.202	
Dicarbethoxydihydrocollidine	D003997	D03.383.725.203.200	
Dicarboxylic Acids	D003998	D02.241.081.337	D001865|D013644|D008298|D008314|D010070|D008293|D005650|D005977|D013386|D000272|D010867|D013646
Dichloroacetic Acid	D003999	D02.241.081.018.214.500|D02.455.526.439.196.500	
Dichloroethylenes	D004000	D02.455.326.271.367.300|D02.455.526.439.350	
Clodronic Acid	D004002	D02.705.429.500.200	
Dichlorophen	D004003	D02.455.426.559.389.657.190.270	
Dichlororibofuranosylbenzimidazole	D004004	D13.570.800.330	
Dichlorphenamide	D004005	D02.065.884.485|D02.886.590.700.410	
Dichlorvos	D004006	D02.705.400.130	
Dichotic Listening Tests	D004007	E01.370.382.375.200	
Diclofenac	D004008	D02.241.223.601.210	
Dicloxacillin	D004009	D02.065.589.099.750.625.150.205|D02.886.108.750.625.150.205|D03.633.100.300.750.625.150.205	
Dicofol	D004010	D02.455.426.559.389.261.220|D02.455.526.439.202.190	
Dicrocoeliasis	D004011	C03.335.865.224	
Dicrocoeliidae	D004012	B01.050.500.500.736.715.300	D004013
Dicrocoelium	D004013	B01.050.500.500.736.715.300.308	
Dictionaries as Topic	D004014	L01.178.682.192.836.285	D004018|D004019|D004020|D004015|D004016|D004017
Dictionaries, Chemical	D004015	L01.178.682.192.836.285.206	
Dictionaries, Classical	D004016	L01.178.682.192.836.285.277	
Dictionaries, Dental	D004017	L01.178.682.192.836.285.348	
Dictionaries, Medical	D004018	L01.178.682.192.836.285.419|L01.178.682.192.836.842.385	
Dictionaries, Pharmaceutic	D004019	L01.178.682.192.836.285.490	
Dictionaries, Polyglot	D004020	L01.178.682.192.836.285.561	
Dictyocaulus	D004021	B01.050.500.500.294.700.775.746.300	
Dictyocaulus Infections	D004022	C03.335.349.315|C03.335.508.700.775.825.315|C03.701.377.315|C22.674.377.315	
Dictyostelium	D004023	B01.046.550.200.300	
Dicyclohexylcarbodiimide	D004024	D02.491.203.385	
Dicyclomine	D004025	D02.241.223.268.300|D02.455.426.392.368.367.440	
Dieldrin	D004026	D02.455.526.439.371	
Diencephalon	D004027	A08.186.211.730.317	D019261|D007031|D020530|D013788|D065866|D009897
Dienestrol	D004028	D02.455.426.559.389.657.290	
Dientamoeba	D004029	B01.630.800.180	
Dientamoebiasis	D004030	C03.432.275|C03.752.275|C06.405.469.452.275	
Diestrus	D004031	G08.686.195.374	
Diet	D004032	G07.203.650.240	D004037|D003927|D066046|D005215|D000072001|D059305|D018752|D018753|D004036|D002149|D004033|D066273|D004038|D004039|D014676|D050528|D064787|D055423|D064788|D038441|D000070601|D055050
Diet Fads	D004033	G07.203.650.240.250|I03.287	
Diet Surveys	D004034	E05.318.308.980.485.350|L01.280.960.578.350|N05.715.360.300.800.469.300|N06.850.505.616.300|N06.850.520.308.980.469.350	
Diet Therapy	D004035	E02.642.249	D066046|D050528|D003927|D031204|D004038|D004039|D038441|D000070601|D014676|D055423|D018752|D018753|D055050
Diet, Atherogenic	D004036	G07.203.650.240.242	
Diet, Cariogenic	D004037	G07.203.650.240.255	
Diet, Reducing	D004038	E02.642.249.285|G07.203.650.240.285	
Diet, Sodium-Restricted	D004039	E02.642.249.290|G07.203.650.240.290	
Dietary Carbohydrates	D004040	D09.301|G07.203.300.362|J02.500.362	D066248|D019422
Dietary Fats	D004041	D10.212.302|G07.203.300.375|J02.500.375	D004042|D008383|D002791|D002079
Dietary Fats, Unsaturated	D004042	D10.212.302.380|G07.203.300.375.400|J02.500.375.400	D012715|D003314|D012450|D003060|D013024|D003369|D000069463|D015525
Dietary Fiber	D004043	G07.203.300.400|J02.500.400	D056692
Dietary Proteins	D004044	D12.776.256|G07.203.300.428|J02.500.428	D008894|D014674|D015387
Dietary Services	D004045	N02.421.242	D005521
Dietetics	D004046	H02.533.290	
Diethyl Pyrocarbonate	D004047	D02.241.081.420.750.250	
Diethylamines	D004048	D02.092.471.302	D011410
Diethylcarbamazine	D004049	D02.241.081.251.240|D03.383.606.380	
Ditiocarb	D004050	D02.241.081.251.869.220|D02.886.706.200	D004221
Diethylhexyl Phthalate	D004051	D02.241.223.805.250	
Diethylnitrosamine	D004052	D02.654.442.200	
Diethylpropion	D004053	D02.092.471.308	
Diethylstilbestrol	D004054	D02.455.426.559.389.150.700.175	D006589
Differential Thermal Analysis	D004055	E05.196.370	D002152
Differential Threshold	D004056	F02.463.593.710.370	
Hyperostosis, Diffuse Idiopathic Skeletal	D004057	C05.116.540.410|C05.116.900.815.651	
Diffusion	D004058	G01.202|G02.196	D055471|D055459
Diffusion of Innovation	D004059	L01.143.320	D018581
Diflucortolone	D004060	D04.210.500.745.432.719.320.250|D04.210.500.908.405.250	
Diflunisal	D004061	D02.455.426.559.389.657.410.595.303	
DiGeorge Syndrome	D004062	C05.660.207.103.500|C14.240.400.021.500|C14.280.400.044.500|C15.604.451.249.500|C16.131.077.019.500|C16.131.240.400.021.500|C16.131.260.019.500|C16.131.482.249.500|C16.131.621.207.103.500|C16.320.180.019.500|C19.642.482.500.500	
Digestion	D004063	G07.203.650.250|G10.261.190	D012472
Digestive System	D004064	A03	D008099|D041981|D001659|D010179
Digestive System Abnormalities	D004065	C06.198|C16.131.314	D007409|D001471|D000071056|D001656|D004933|D006627|D015529|D008467|D003965|D001006
Digestive System Diseases	D004066	C06	D010182|D016154|D001660|D004067|D004065|D010532|D008107|D005767
Digestive System Neoplasms	D004067	C04.588.274|C06.301	D010190|D001661|D010534|D008113|D005770
Digestive System Physiological Phenomena	D004068	G10.261	D019518|D004435|D065569|D016473|D006815|D004063|D065669|D008115|D003672|D005769|D005683|D066237|D003679
Digitalis	D004070	B01.650.940.800.575.100.583.700.265	
Digitalis Glycosides	D004071	D04.210.500.155.580.130.500|D09.408.180.261	D004072|D004077|D004074|D007799
Digitonin	D004072	D04.210.500.155.580.130.500.236|D09.408.180.261.236	
Digitoxigenin	D004073	D04.210.500.155.580.130.625.350	
Digitoxin	D004074	D04.210.500.155.580.130.500.336|D04.210.500.155.580.130.625|D09.408.180.261.336	D004073|D000112
Diglycerides	D004075	D10.351.303	
Digoxigenin	D004076	D04.210.500.155.580.130.688.350	
Digoxin	D004077	D04.210.500.155.580.130.500.436|D04.210.500.155.580.130.688|D09.408.180.261.436	D004076|D008520|D000113
Dihydralazine	D004078	D03.383.710.605.500.250	
Dihydro-beta-Erythroidine	D004079	D03.132.285|D03.633.400.380	
Dihydroorotase	D004080	D08.811.277.087.280	
Dihydroorotate Oxidase	D004081	D08.811.682.660.300	
Dihydroalprenolol	D004082	D02.033.100.624.698.055.200|D02.033.755.624.698.055.200|D02.092.063.624.698.055.200	
Cholestanol	D004083	D04.210.500.247.100.250|D04.210.500.247.808.197.135|D10.570.938.208.160	
Dihydroergotamine	D004087	D03.132.327.412.225|D03.633.400.562.300	
Dihydroergotoxine	D004088	D03.132.327.412.250|D03.633.400.562.400	D004877
Dihydromorphine	D004090	D03.132.577.249.562.350|D03.605.497.607.420|D03.633.400.686.607.420|D04.615.723.795.576.350	
Hydromorphone	D004091	D03.132.577.249.562.450|D03.605.497.607.500|D03.633.400.686.607.500|D04.615.723.795.576.450	
20-alpha-Dihydroprogesterone	D004092	D04.210.500.745.745.654.829.100|D06.472.334.851.687.750.074	
Dihydropteridine Reductase	D004093	D08.811.682.662.582.361	
Dihydropteroate Synthase	D004094	D08.811.913.225.300	
Dihydropyridines	D004095	D03.383.725.203	D009568|D009543|D003997|D009553|D017311|D017275|D015737|D015736|D009529|D001498
Dihydrostreptomycin Sulfate	D004096	D09.408.051.885.387	
Dihydrotachysterol	D004097	D04.210.500.247.222.474.250|D04.210.500.247.808.412.250|D04.210.500.812.768.462.250|D10.570.938.439.750	
Dihydroxyacetone	D004098	D09.546.465.200|D09.546.894.200	
Dihydroxyacetone Phosphate	D004099	D09.894.150	
Dihydroxycholecalciferols	D004100	D04.210.500.247.222.159.478.387|D04.210.500.247.808.146.478.387|D04.210.500.812.768.196.478.387|D10.570.938.146.478.387	D002117|D015650
Dihydroxydihydrobenzopyrenes	D004101	D02.455.426.559.847.799.306.400|D04.615.799.306.400	D015123
Dihydroxytryptamines	D004102	D03.633.100.473.914.201	D015116|D015115
Iodoquinol	D004103	D03.633.100.810.350.625.420	
Diiodothyronines	D004104	D06.472.931.740.180|D12.125.072.050.767.741.180	
Diiodotyrosine	D004105	D06.472.931.208|D12.125.072.050.875.262	
Dilatation	D004106	E05.284	
Dilatation and Curettage	D004107	E04.157.310|E04.950.300.299	D014619
Dilatation, Pathologic	D004108	C23.300.325	
Dilazep	D004109	D03.383.066.200	
Diltiazem	D004110	D03.633.100.079.150	
Dimenhydrinate	D004111	D02.092.471.320.250|D02.455.426.559.389.115.250.250|D03.633.100.759.758.824.751.162|D26.310.368	
